air_temp,dhi,dni,ghi,zenith,azimuth,Period_Start,ACST_Start
21.68,129.8,512.2,455.4,50.8,76.2,10.23 05:50,10.23 15:20
21.66,132.4,544.2,470.6,51.8,77.2,10.23 05:55,10.23 15:25
21.64,119.8,525.2,438.8,52.8,78.2,10.23 06:00,10.23 15:30
21.58,124.6,489.2,414.6,53.8,79,10.23 06:05,10.23 15:35
21.54,101.4,530.2,408.2,55,80,10.23 06:10,10.23 15:40
21.48,105.4,529.8,404,56,81,10.23 06:15,10.23 15:45
21.44,97.6,525.8,385.8,57,81.2,10.23 06:20,10.23 15:50
21.4,96.6,521.4,374.4,58,82.2,10.23 06:25,10.23 15:55
21.36,99.4,517,366.8,59,83,10.23 06:30,10.23 16:00
21.32,104.6,512.2,361.8,60,84,10.23 06:35,10.23 16:05
21.28,116.4,507.4,362.8,61,84.2,10.23 06:40,10.23 16:10
21.22,129.8,502.2,365.6,62,85,10.23 06:45,10.23 16:15
21.18,134,496.8,359.2,63,86,10.23 06:50,10.23 16:20
21.12,134,499.2,352.4,64,87,10.23 06:55,10.23 16:25
21.12,121.2,487.8,326.4,65,87.2,10.23 07:00,10.23 16:30
21.04,110.6,465.4,298.8,66,88,10.23 07:05,10.23 16:35
21.02,107.2,439.4,277,67,89,10.23 07:10,10.23 16:40
20.94,100.6,417,254.6,68,89.2,10.23 07:15,10.23 16:45
20.9,91.6,427.6,242.6,69,90,10.23 07:20,10.23 16:50
20.84,81,447.6,231.2,70,91,10.23 07:25,10.23 16:55
